FID,ID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,WEBSITE,NPI,ENT_TYPE,ORGAN_NAME,PROVID_11,PROVID_12,PROVID_20,PROVID_21,PROVID_22,PROVID_23,PROVID_24,PROVID_25,PROVID_26,PROVID_27,PROVID_36,LASTUP_37,HEALTH_47,PROVID_48,PROVID_49,HEALTH_51,PROVID_52,PROVID_53,HEALTH_55,PROVID_56,PROVID_57,HEALTH_59,PROVID_60,PROVID_61,HEALTH_63,PROVID_64,PROVID_65,HEALTH_67,PROVID_68,PROVID_69,HEALTH_71,PROVID_72,PROVID_73,HEALTH_75,PROVID_76,PROVID_77,HEALTH_79,PROVID_80,PROVID_81,HEALTH_83,PROVID_84,PROVID_85,HEALTH_87,PROVID_88,PROVID_89,HEALTH_91,PROVID_92,PROVID_93,HEALTH_95,PROVID_96,PROVID_97,HEALTH_99,PROVID_100,PROVID_101,HEALTH_103,PROVID_104,PROVID_105
1030,11672009,UNCLASSIFIED,WALGREENS - 896,415-668-5202,3601 CALIFORNIA STREET, ,SAN FRANCISCO,CA,94118,1701,SAN FRANCISCO,6075, , , , ,2010-04-06T00:00:00.000Z,ALT REF,2010-04-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23807710,-122.453546,37.786147,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1548276199,2,WALGREEN CO,WALGREENS #00896,3,1901 E VOORHEES ST,MS720,DANVILLE,IL,618344509,US,2175548964,2175548546,08-01-06,04/24/2008,3336C0003X, , ,332B00000X, , ,333600000X,PHY16809,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1031,11671907,UNCLASSIFIED,WALGREENS - 890,415-391-7222,135 POWELL STREET, ,SAN FRANCISCO,CA,94102,2203,SAN FRANCISCO,6075, , , , ,2010-04-06T00:00:00.000Z,ALT REF,2010-04-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23614641,-122.408246,37.785997,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1134135502,2,WALGREEN CO,WALGREENS #00890,3,1901 E VOORHEES ST, ,DANVILLE,IL,618344509,US,2175548964,2175548546,07/31/2006,04/24/2008,3336C0003X, , ,332B00000X, , ,333600000X,PHY9156,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1032,11678833,UNCLASSIFIED,BEL AIR - 509,916-796-6104,1039 SUNRISE AVENUE, ,ROSEVILLE,CA,95661,7004,PLACER,6061, , , , ,2010-04-06T00:00:00.000Z,ALT REF,2010-04-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,127821776,-121.270829,38.728651,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RALEYS.COM,1558471219,2,BEL AIR MARKET INC, , ,1039 SUNRISE AVE, ,ROSEVILLE,CA,956617004,US,9167866104, ,08/30/2006,02/13/2008,3336C0003X,PHY39086,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1033,11698005,UNCLASSIFIED,KAISER PERMANENTE POINT WEST MEDICAL OFFICE PHARMACY,916-614-4065,1650 RESPONSE ROAD, ,SACRAMENTO,CA,95815,4807,SACRAMENTO,6067, , , , ,2010-04-27T00:00:00.000Z,ALT REF,2010-04-27T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,24456676,-121.429888,38.596262,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTPS://WWW.KAISERPERMANENTE.ORG,1558419382,2,KAISER FOUNDATION HEALTH PLAN INC,KAISER POINT WEST MAIN PHY,3,1650 RESPONSE RD, ,SACRAMENTO,CA,958154807,US, , ,01-08-07,07-08-07,3336C0002X,PHY43320,CA,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1034,11671563,UNCLASSIFIED,RITE AID - 6062,916-786-8671,4004 FOOTHILLS BOULEVARD, ,ROSEVILLE,CA,95747,7233,PLACER,6061, , , , ,2010-04-08T00:00:00.000Z,ALT REF,2010-04-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,24450869,-121.311345,38.752298,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1710993019,2,THRIFTY PAYLESS INC,RITE AID PHARMACY 06062,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,07/31/2006,01-12-09,332B00000X, , ,3336C0003X,PHY42769,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1035,11678719,UNCLASSIFIED,BEL AIR - 518,916-632-0184,2341 SUNSET BOULEVARD, ,ROCKLIN,CA,95765,4337,PLACER,6061, , , , ,2010-04-06T00:00:00.000Z,ALT REF,2010-04-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,24448711,-121.264634,38.798167,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RALEYS.COM,1326158080,2,BEL AIR MARKET INC, , ,2341 SUNSET BLVD, ,ROCKLIN,CA,957654337,US,9166320184, ,08/30/2006,02/14/2008,3336C0003X,PHY39094,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1036,11670081,UNCLASSIFIED,WALGREENS - 1537,510-261-4552,3232 FOOTHILL BOULEVARD, ,OAKLAND,CA,94601,3113,ALAMEDA,6001, , , , ,2010-04-01T00:00:00.000Z,ALT REF,2010-04-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23652926,-122.221513,37.783887,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1427063759,2,WALGREEN CO,WALGREENS #01537,3,1901 E VOORHEES ST,MS720,DANVILLE,IL,618344509,US,2175548964,2175548546,07/29/2006,04/23/2008,332B00000X, , ,3336C0003X, , ,333600000X,PHY32349,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1037,11653742,UNCLASSIFIED,SAFEWAY,707-554-8060,774 ADMIRAL CALLAGHAN LANE, ,VALLEJO,CA,94591,3650,SOLANO,6095, , , , ,2010-04-07T00:00:00.000Z,ALT REF,2010-04-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,24541685,-122.226527,38.125383,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.SAFEWAY.COM,1205872074,2,SAFEWAY INC,SAFEWAY PHARMACY #0989,3,20427 N 27TH AVE # MSC4551, ,PHOENIX,AZ,850273241,US, , ,06/21/2006,03-12-09,332B00000X,PHY34034,CA,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1038,11676764,UNCLASSIFIED,CAREPLUS CVS PHARMACY,415-864-7030,445 CASTRO STREET, ,SAN FRANCISCO,CA,94114,2019,SAN FRANCISCO,6075, , , , ,2010-04-28T00:00:00.000Z,ALT REF,2010-04-29T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,753950604,-122.434851,37.761742,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTPS://WWW.PHARMACARE.COM,1508975079,2,"PROCARE PHARMACY, L.L.C.",CAREPLUS CVS/PHARMACY # 02708,3,1 CVS DR,BOX 1075,WOONSOCKET,RI,28956146,US, , ,08/29/2006,09/21/2009,332B00000X, , ,3336C0003X, , ,3336S0011X, , ,333600000X,PHY44470,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1039,11710948,UNCLASSIFIED,TARGET,916-503-2513,10881 OLSON DRIVE, ,RANCHO CORDOVA,CA,95670,5646,SACRAMENTO,6067, , , , ,2010-04-27T00:00:00.000Z,ALT REF,2010-04-27T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28401245,-121.285339,38.596685,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.TARGET.COM,1790918753,2,TARGET CORPORATION AND SUBSIDIARIES,TARGET PHARMACY,3,1000 NICOLLET MALL # 0910, ,MINNEAPOLIS,MN,554032542,US, , ,08/25/2009,02/22/2010,332B00000X, , ,3336C0003X,50105,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1040,11671153,UNCLASSIFIED,UNIVERSITY OF CALIFORNIA DAVIS CLINIC PHARMACY IN DAVIS,530-747-3051,2660 WEST COVELL BOULEVARD, ,DAVIS,CA,95616,5645,YOLO,6113, , , , ,2010-04-07T00:00:00.000Z,ALT REF,2010-04-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28477650,-121.782172,38.56051,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.UCDMC.UCDAVIS.EDU,1114932712,2,REGENTS OF THE UNIVERSITY OF CALIFORNIA,UC DAVIS CLINIC PHARMACY IN DAVIS,3,2660 W COVELL BLVD, ,DAVIS,CA,956165645,US,5307473051,5307473060,07/30/2006,02-10-10,333600000X, , ,3336C0002X,PHE40255,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1041,11670082,UNCLASSIFIED,WALGREENS - 1054,415-824-6886,3398 MISSION STREET, ,SAN FRANCISCO,CA,94110,5009,SAN FRANCISCO,6075, , , , ,2010-04-05T00:00:00.000Z,ALT REF,2010-04-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23611426,-122.422193,37.742561,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1336154665,2,WALGREEN CO,WALGREENS #01054,3,1901 E VOORHEES ST,MS790,DANVILLE,IL,618344509,US,2175548964,2175548546,07/29/2006,11/17/2009,332B00000X, , ,3336C0003X, , ,333600000X,PHY31008,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1042,11695928,UNCLASSIFIED,DANIEL'S PHARMACY,415-584-2210,943 GENEVA AVENUE, ,SAN FRANCISCO,CA,94112,3402,SAN FRANCISCO,6075, , , , ,2010-04-28T00:00:00.000Z,ALT REF,2010-04-28T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23604943,-122.440394,37.716317,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1194885418,2,DANIELS PHARMACY, , ,943 GENEVA AVE, ,SAN FRANCISCO,CA,941123402,US,4155842210,4155842202,12-08-06,07-11-08,333600000X,PHY367400,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1043,11665432,UNCLASSIFIED,TARGET,530-224-1437,1280 DANA DRIVE, ,REDDING,CA,96003,4038,SHASTA,6089, , , , ,2010-04-06T00:00:00.000Z,ALT REF,2010-04-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,105572059,-122.348054,40.586468,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.TARGET.COM,1063434751,2,TARGET CORPORATION AND SUBSIDIARIES,TARGET PHARMACY,3,1000 NICOLLET MALL # 0910, ,MINNEAPOLIS,MN,554032542,US, , ,07/24/2006,09/15/2008,332B00000X, , ,333600000X, , ,3336C0003X,PHY46185,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1044,11670046,UNCLASSIFIED,WALGREENS - 1393,415-239-0804,1630 OCEAN AVENUE, ,SAN FRANCISCO,CA,94112,1718,SAN FRANCISCO,6075, , , , ,2010-04-05T00:00:00.000Z,ALT REF,2010-04-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23612866,-122.459609,37.724868,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1467467795,2,WALGREEN CO,WALGREENS #01393,3,1901 E VOORHEES ST,MS720,DANVILLE,IL,618344509,US,2175548964,2175548546,07/29/2006,04/24/2008,332B00000X, , ,3336C0003X, , ,333600000X,PHY30598,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1045,11671551,UNCLASSIFIED,RITE AID - 6046,916-723-3379,7900 ARCADIA DRIVE, ,CITRUS HEIGHTS,CA,95610,6914,SACRAMENTO,6067, , , , ,2010-04-27T00:00:00.000Z,ALT REF,2010-04-27T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,24560155,-121.270618,38.680754,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1194731497,2,THRIFTY PAYLESS INC,RITE AID PHARMACY 06046,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,07/31/2006,12-03-09,332B00000X, , ,3336C0003X,PHY44354,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1046,11679289,UNCLASSIFIED,COSTCO,707-453-7342,1051 HUME WAY, ,VACAVILLE,CA,95687,5558,SOLANO,6095, , , , ,2010-04-07T00:00:00.000Z,ALT REF,2010-04-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,120878405,-121.980196,38.350511,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.COSTCO.COM,1760592372,2,COSTCO WHOLESALE CORPORATION,COSTCO PHARMACY,3,1051 HUME WAY, ,VACAVILLE,CA,956875558,US, , ,08/30/2006,07-08-07,333600000X,46182,CA,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1047,11646386,UNCLASSIFIED,WHITE CROSS PROFESSIONAL PHARMACY,510-724-2333,2160 APPIAN WAY,SUITE 101,PINOLE,CA,94564,2524,CONTRA COSTA,6013, , , , ,2010-04-08T00:00:00.000Z,ALT REF,2010-04-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23638593,-122.30243,37.996038,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1861482580,2,ROBAIR INC,WHITE CROSS PHARMACY,3,2160 APPIAN WAY,STE 102,PINOLE,CA,945642524,US,5107242333,5107242312,10/25/2005,07-08-07,333600000X,PHY355150,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1048,11679905,UNCLASSIFIED,WELLMAN'S PHARMACY,415-362-3622,1053 STOCKTON STREET, ,SAN FRANCISCO,CA,94108,1109,SAN FRANCISCO,6075, , , , ,2010-04-28T00:00:00.000Z,ALT REF,2010-04-27T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23618176,-122.408435,37.795685,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1497867329,2,WELLMANS PHARMACY INC, , ,1053 STOCKTON ST, ,SAN FRANCISCO,CA,941081109,US, , ,08/31/2006,07-08-07,333600000X,PHY34487,CA,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1049,11709582,UNCLASSIFIED,CVS - 7141,707-252-0101,291 SOUTH COOMBS STREET, ,NAPA,CA,94559,4528,NAPA,6055, , , , ,2010-04-05T00:00:00.000Z,ALT REF,2010-04-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23816116,-122.28956,38.282225,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1083854822,2,"LONGS DRUG STORES CALIFORNIA, L.L.C.",CVS PHARMACY #07141,3,1 CVS DR,BOX 1075 - PHARMACY ENROLLMENTS,WOONSOCKET,RI,28956146,US,4017651500, ,03-05-09,07/28/2009,332B00000X, , ,3336C0003X, , ,333600000X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1050,11671885,UNCLASSIFIED,WALGREENS - 7044,415-856-0733,88 SPEAR STREET, ,SAN FRANCISCO,CA,94105,1550,SAN FRANCISCO,6075, , , , ,2010-04-05T00:00:00.000Z,ALT REF,2010-04-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23617620,-122.394584,37.792574,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1437165883,2,WALGREEN CO,WALGREENS #07044,3,1901 E VOORHEES ST,MS720,DANVILLE,IL,618344509,US,2175548964,2175548546,07/31/2006,04/24/2008,3336C0003X, , ,332B00000X, , ,333600000X,PHY46812,CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
